sender,receiver,edge_type
ashcraftlizette,megancoonan,reply
officialngss,officialngss,reply
limnogirl,jsonbecker,reply
philiplbell,philiplbell,reply
4piffle,alextvalencic,reply
teaghann,teaghann,reply
ajayone17,sanjanind,reply
amey0073,ngss_official,reply
nilsxwillam,sanjanind,reply
mindmyedu,paidinappls,reply
savankansagar11,sunday_standard,reply
skyred561,adztv,reply
tlynnr85,dacia92,reply
sciressoehl,drloriandersen,reply
vars03,r_m56k,reply
safarnum,rowerikw,reply
frankmcgowa,tdishelton,reply
035anacaroline,giovanas92,reply
drdonhaas,emsandy,reply
achosinfo,achosinfo,reply
phenomonica,brlowell,reply
jilljensenideas,anne_mayre,reply
tedwillard2061,mdhjohnson,reply
salsa_di_sonia,amoitoast,reply
dreramirez3,emsandy,reply
tha_jerk2012,jaquezmus,reply
brooksplanet2,tdishelton,reply
betsyd1115,thinksci,reply
douglasmhaddad,teacher2teacher,reply
philiplbell,philiplbell,reply
phyzzymauro,phyzzymauro,reply
philiplbell,philiplbell,reply
navel_hachinai,mybhtni,reply
philiplbell,philiplbell,reply
anne_mayre,jenniferfine5,reply
safarnum,emsandy,reply
brucewellmanks,teacherchic2,reply
frankmcgowa,tdishelton,reply
williamfranzell,alisalusd,reply
singinginsecond,kmgill135,reply
missdematteo,missdematteo,reply
missdematteo,missdematteo,reply
missdematteo,missdematteo,reply
tdishelton,nflynnseattle,reply
singinginsecond,tdishelton,reply
thinksci,betsyd1115,reply
thinksci,betsyd1115,reply
frankmcgowa,tdishelton,reply
lgates_science,thinksci,reply
thinksci,drloriandersen,reply
drloriandersen,thinksci,reply
kasen_the_kidd,shiloh30908969,reply
wandabryant,gosciencego,reply
alliebbogart,perales_science,reply
bu9trgrhqophd9p,bu9trgrhqophd9p,reply
eal3liwi,alm7rwl,reply
officialngss,officialngss,reply
torihiki_d_a_,toukenranbu9192,reply
ashley_green2,shscilabteacher,reply
audimute,coyoteastronaut,reply
brooksplanet2,tdishelton,reply
mescamilla1980,tdishelton,reply
melshep34,khawaja_hanadi,reply
katesor1027,amanda_davis_ms,reply
amanda_davis_ms,katesor1027,reply
auntjennoelle,auntjennoelle,reply
tonyea_mead,tdishelton,reply
camila_carter19,victorinh4,reply
annelowry8,annelowry8,reply
mpershan,beckynftp,reply
angrrybuddha,angrrybuddha,reply
lgates_science,martin4science,reply
melshep34,sciressoehl,reply
ashley_green2,sciressoehl,reply
digitaltidepool,tdishelton,reply
cariwilliamz,tdishelton,reply
ashley_green2,kimdchem,reply
brooksplanet2,tdishelton,reply
chemgeneral,tdishelton,reply
tdishelton,shscilabteacher,reply
tdishelton,elisa_margarita,reply
drkerryane,tdishelton,reply
msa_physics,msa_physics,reply
msa_physics,tdishelton,reply
tdishelton,mescamilla1980,reply
tdishelton,richbacolor,reply
tdishelton,melshep34,reply
subie_has_issue,unistorageunit,reply
soledadobrien,jimgrant1,reply
bea6844,alex53236691,reply
mslorisstory,vawolb,reply
oliviajune82,lgates_science,reply
rvccngss,mrs_condon1,reply
kalpanakkumar,mrlindsey_ngss,reply
hvsciencelab,btopink,reply
ifavzauren,kaiiyson,reply
sbottasullivan,achosinfo,reply
berna_fres,francis98204014,reply
k4montystem,rvccngss,reply
shobescience,foley_ip,reply
drspruitt,rvccngss,reply
kmgill135,rvccngss,reply
terry711,tjscience,reply
cutler_melinda,mrlindsey_ngss,reply
jiocare,jiocare,reply
amnxsiaa_,lumoskywalker,reply
teacherchick27,mrweimann,reply
mbrevesz,pernilleripp,reply
rachelbconnolly,mslorisstory,reply
tarunkishore007,ngss_official,reply
mudkevin,rickettsdeirdre,reply
theejdkc,johniadarola,reply
lanewalker2,cathyrobey3,reply
phyzzymauro,lisa_bastedo,reply
lisa_bastedo,weibertscience,reply
studio_caro,david_knockaert,reply
xeno_lith,curiosity_films,reply
arvanegas,lovrega,reply
susannakpotter,susannakpotter,reply
carolewyer,sherylbrowne,reply
zaelefty,justdaviddavid,reply
educhange,educhange,reply
pentaclethra,educatoral,reply
wamalwake,oj_stylez,reply
matu_ntoi,enca,reply
fuckoffhaile,tweetsbyred,reply
nextgenscience,karenansberry,reply
lgates_science,denisbaker1,reply
tdishelton,drloriandersen,reply
pentaclethra,mistersci,reply
nextgenscience,nextgenscience,reply
nextgenscience,nextgenscience,reply
zanygoal,sherwoodsuppers,reply
souley_cmr,jp_ngss,reply
jonfishtv,legendaryladman,reply
nflynnseattle,nflynnseattle,reply
nflynnseattle,officialngss,reply
goldenplunger,barondana,reply
michinaru_umi,michinaru_umi,reply
safarnum,mistersci,reply
philiplbell,philiplbell,reply
emsandy,anna_phd,reply
mario_0409,beatrizgmuller,reply
m_gauche,thatgoatie,reply
kankenee,cug0zado,reply
nkulu17528383,hermainem,reply
yuuzuki29,kasuitna,reply
incentives101,elonmusk,reply
moti_baram,gg_nn11,reply
taylorr1114,tonyb2182,reply
salamancalal,drjahanpur,reply
sciressoehl,missdematteo,reply
inqits,inqits,reply
digitaltidepool,tjscience,reply
achosinfo,dgsciguy,reply
le0sub,vitorialimasi,reply
scimrsnorman,mrswmyers,reply
greg_moffitt,greg_moffitt,reply
himjlevy,ftm_think17,reply
ramyasundarara2,jrosenberg6432,reply
leenabmc,ryguy0793,reply
farahelsourani,demaelsourani,reply
drloriandersen,anne_mayre,reply
tjscience,achosinfo,reply
drloriandersen,jrosenberg6432,reply
dinavielgo_,josecvasquezm,reply
achosinfo,cowboykjo,reply
cowboykjo,jrosenberg6432,reply
dyereliz,tdishelton,reply
wmgreed,tjscience,reply
shchemistry,ashley_green2,reply
tdishelton,bpenuel,reply
philiplbell,2footgiraffe,reply
philiplbell,wmgreed,reply
bpenuel,careyhaster,reply
shchemistry,frizzlerichard,reply
2footgiraffe,ms_frydlewicz,reply
2footgiraffe,dyereliz,reply
philiplbell,jhubb546,reply
2footgiraffe,terrycontant,reply
jhubb546,2footgiraffe,reply
dyereliz,2footgiraffe,reply
tdishelton,terrycontant,reply
thewinerules1,cherijacobus,reply
ashley_green2,mslorisstory,reply
shchemistry,ashley_green2,reply
philiplbell,2footgiraffe,reply
philiplbell,meganrelmore,reply
dyereliz,jhubb546,reply
tjscience,jhubb546,reply
msvickscience,shchemistry,reply
mistersci,jrosenberg6432,reply
philiplbell,frizzlerichard,reply
tjscience,brittanybnguyen,reply
mslorisstory,dyereliz,reply
melshep34,jrosenberg6432,reply
csba_now,csba_now,reply
timely_u,jp_ngss,reply
thinksci,sbottasullivan,reply
doc_aoc,sbottasullivan,reply
sciencehawaii,thinksci,reply
thinksci,sbottasullivan,reply
dtothetk,profcrnkypants,reply
techwithbecky,googleforedu,reply
zimmyclass,mraspinall,reply
victoriathetech,filibuster3,reply
sportillo1357,filibuster3,reply
kerszi,filibuster3,reply
pphiitchx,chxmyjj,reply
sbottasullivan,thinksci,reply
jchowning,thinksci,reply
drprinceedu,thinksci,reply
doc_aoc,thinksci,reply
drmilks,drmilks,reply
tarunkishore007,ngss_official,reply
alexbclearning,alexbclearning,reply
teachearthspace,lhlogan1,reply
nkuriakos,mehrsabaradaran,reply
missmoeteaches,filibuster3,reply
a_hmad_ah,hi_th9,reply
ajaysenthil4,ngss_official,reply
sethfewell,teacherkimj,reply
alex_n_wndrlnd,teacherkimj,reply
kerneltkurtz,jamienbc6,reply
robynhrivnatz,teacherkimj,reply
stemcoding,newtonsenigma,reply
kklagola,techwithbecky,reply
techwithbecky,stacyktweets,reply
elena_sf_ca,ed_hawkins,reply
officialngss,officialngss,reply
nhenergyed,nhenergyed,reply
jeansciqueen,jessicafgwrites,reply
officialngss,officialngss,reply
elkinssciky,innes434,reply
innes434,elkinssciky,reply
innes434,elkinssciky,reply
rafal_galek,darth_is_vader,reply
jlockeh,kirstycmacaulay,reply
gosundevils,aaronsblackwel1,reply
alisonhapka,ngss_tweeps,reply
drloriandersen,drloriandersen,reply
drloriandersen,sbottasullivan,reply
drloriandersen,shchemistry,reply
notsothicccc,anuitis_,reply
speedbug73,gymobrad,reply
aoxrnq,suu_cha__,reply
megngross,chienforstem,reply
keithpiccard,bmsscienceteach,reply
sbottasullivan,shchemistry,reply
dapostrophe,dyereliz,reply
leenabmc,leenabmc,reply
jiminftagust,jiminftagust,reply
sciressoehl,revel56,reply
tdishelton,flabellinajg,reply
tdishelton,jenniferfine5,reply
tdishelton,jenniferfine5,reply
shadowsoul__,theeqxeenxoxo,reply
geostatonary,elementnumber46,reply
crossychin,stormaiong,reply
polichateador,henrifalconlara,reply
tdishelton,mistersci,reply
bbarent,tdishelton,reply
tdishelton,imsouthern,reply
tdishelton,ashley_green2,reply
tdishelton,bk3dsci,reply
sciressoehl,ashley_green2,reply
2footgiraffe,tedwillard2061,reply
tdishelton,sodakcurious,reply
shchemistry,sbottasullivan,reply
latteseong,hwilvr,reply
dantunmore,jrmillman,reply
mapping3k,mapping3k,reply
scotteabbott,heatherschoell,reply
jvtuita,artech10_,reply
danirabaiotti,bmsscienceteach,reply
richbacolor,lex1science,reply
uclascienceproj,3dplanjeanane,reply
notjacobhaha,coryhungate,reply
mcford19,sciencebridle,reply
ejkaretny,ejkaretny,reply
miles2023051,livedoornews,reply
digitaltidepool,sbottasullivan,reply
kollmanrebecca,amandarapstad,reply
philiplbell,sbottasullivan,reply
33heupel,amandarapstad,reply
taotaotasi,bmsscienceteach,reply
shmoovyshmoov,mrworthington,reply
earthgenwa,earthgenwa,reply
skypescientist,jessicafgwrites,reply
sbottasullivan,nicolchristians,reply
jessicafgwrites,krenaep,reply
nicolchristians,sbottasullivan,reply
fortunalolo,yasminpullig,reply
keithpiccard,bmsscienceteach,reply
xeno_lith,bmsscienceteach,reply
drdsteele_phd,drdsteele_phd,reply
drdsteele_phd,drdsteele_phd,reply
sbottasullivan,bmsscienceteach,reply
sbottasullivan,dgsciguy,reply
elena_sf_ca,elena_sf_ca,reply
drloriandersen,thinksci,reply
xensoul,hvzie,reply
sbottasullivan,frizzlerichard,reply
frizzlerichard,thinksci,reply
stemgal1,thinksci,reply
senseikira,bouteflikov,reply
cate82189507,sbottasullivan,reply
xeno_lith,xeno_lith,reply
lathcab,b_atioja25,reply
girisonnaseri,ngss_official,reply
2footgiraffe,steinbrinklaura,reply
semosnurtm,mimiksizim,reply
drmazzen,drmazzen,reply
morganatalos,strangemusicinc,reply
n0_fu7ur3_xxxxx,yoshi0_dj,reply
equilibrio0606,masterhorusbdsm,reply
philiplbell,philiplbell,reply
philiplbell,philiplbell,reply
techedarr,ngsnavigators,reply
claudiamludwig,claudiamludwig,reply
goldrak22162416,franci16348612,reply
maaheralqahtany,maaheralqahtany,reply
digitaltidepool,thinksci,reply
lealjuju_,lealjuju_,reply
h_starbuck_71,xeno_lith,reply
pratim,pratim,reply
nahu_eze,lautirada,reply
missstrunk,missstrunk,reply
teemsproject,teemsproject,reply
chienforstem,lgates_science,reply
achosinfo,aserkin,reply
sbottasullivan,mbraaten,reply
ahmet90482625,showcuperi33,reply
panosfrmgoranos,whitehouse45,reply
sciencets,sbottasullivan,reply
plutaojks,gukklips,reply
sbottasullivan,katesor1027,reply
jujumanscience,sbottasullivan,reply
thejcunderwood,bmsscienceteach,reply
mistersci,mistersci,reply
sci_mstchr,katemcneill6,reply
omsalam9,isam_tagredi,reply
sbottasullivan,sbottasullivan,reply
sbottasullivan,auntjennoelle,reply
auntjennoelle,sbottasullivan,reply
sbottasullivan,katesor1027,reply
jaclyn_austin,bmsscienceteach,reply
schlarbaum17,me__sondra,reply
emilydnorthcutt,bmsscienceteach,reply
thinksci,sbottasullivan,reply
sbottasullivan,lovegi31,reply
sbottasullivan,mullinsscitchr,reply
newhousebiology,sbottasullivan,reply
krsciencelady,bk3dsci,reply
krsciencelady,msvickscience,reply
buddhaumd,ryanofkalamazoo,reply
krsciencelady,wiscileaders,reply
sbottasullivan,katesor1027,reply
lovegi31,sbottasullivan,reply
tedwillard2061,sarahriverastem,reply
vardos1,themba_godi,reply
lovegi31,tdishelton,reply
sciressoehl,achosinfo,reply
sbottasullivan,sciressoehl,reply
sbottasullivan,katesor1027,reply
tdishelton,shchemistry,reply
sciressoehl,shchemistry,reply
brendajwalsh,msvickscience,reply
lovegi31,sbottasullivan,reply
msvickscience,brendajwalsh,reply
ashley_green2,sciressoehl,reply
timmygotsoul,thechriswatson_,reply
2footgiraffe,mistersci,reply
bk3dsci,krademaker,reply
lovegi31,sciressoehl,reply
tdishelton,philiplbell,reply
shchemistry,lovegi31,reply
philiplbell,tdishelton,reply
yurixvaz,erriefi,reply
mistersci,brendajwalsh,reply
msvickscience,philiplbell,reply
shchemistry,achosinfo,reply
philiplbell,philiplbell,reply
tdishelton,shchemistry,reply
drloriandersen,sciressoehl,reply
bk3dsci,tdishelton,reply
bk3dsci,tdishelton,reply
tdishelton,heatherarich,reply
tdishelton,bbarent,reply
sbottasullivan,wiscileaders,reply
tdishelton,jacsarnese,reply
tdishelton,czmeteach,reply
tdishelton,tedwillard2061,reply
tdishelton,ashley_green2,reply
tdishelton,mistersci,reply
mohamed33261054,moaa_onaa,reply
tdishelton,achosinfo,reply
pelinyaaa,toutestalle,reply
sbottasullivan,krsciencelady,reply
boldbiology,philiplbell,reply
earthgenwa,earthgenwa,reply
ctskeeley,viciascience,reply
charan28x,ngss_official,reply
sbottasullivan,fisher1000,reply
fisher1000,sbottasullivan,reply
mbraaten,sbottasullivan,reply
sbottasullivan,mbraaten,reply
charan28x,ngss_official,reply
kzmcherry,hrom_mymy12,reply
drdsteele_phd,sbottasullivan,reply
eie_org,jessicafgwrites,reply
drsrbayer,bmsscienceteach,reply
latte_latte99,pankundesuyo,reply
starrscience,loripinsonfox2,reply
seegerslaura,99freemind,reply
starlightpine,chatyong,reply
evilchemteacher,freedomtweetsus,reply
el_joegizmo,stella_pollard,reply
notphlogiston,ddmeyer,reply
bmsscienceteach,leighbugs,reply
bridgeta007,bkehoe926,reply
omoti1210iko,t3fwan1ngfgkvw2,reply
sbottasullivan,shannonc_0621,reply
shannonc_0621,sbottasullivan,reply
hindustan126,ngss_official,reply
hindustan126,ngss_official,reply
missnoriscience,cesareaustin,reply
sccoetech,auntjennoelle,reply
thinksci,thinksci,reply
sbottasullivan,jessicafgwrites,reply
marmar_md_l,thefitzzz,reply
sciencesullybhs,miss_schilling_,reply
soin_747,miss_mzolo,reply
uo6l3smazormckk,yujijitan,reply
olami15758028,iamseantizzle,reply
hindustan126,ngss_official,reply
sodakcurious,bmsscienceteach,reply
sodakcurious,bmsscienceteach,reply
pigskinaddict18,mikeherndonnfl,reply
mrsaskuvich,gretchenmilary,reply
dswl_dswl,mt19960704,reply
survivorkitty,apbtolde,reply
gundu_paiyan,ngss_official,reply
mlmlmarinesci,mlmlmarinesci,reply
lgates_science,jessicafgwrites,reply
jessicafgwrites,lisa_bastedo,reply
foley_ip,missnoriscience,reply
missnoriscience,gretchenmilary,reply
mrsetense,missnoriscience,reply
sulaksh7,25shadesofbrown,reply
missnoriscience,miss_schilling_,reply
miss_schilling_,lisa_bastedo,reply
lisa_bastedo,miss_schilling_,reply
officialngss,officialngss,reply
elkinssciky,bmsscienceteach,reply
jeansciqueen,sbottasullivan,reply
thissikaaa,aimgurllll,reply
gosundevils,bmsscienceteach,reply
bmsscienceteach,gosundevils,reply
kreinateach,goffteaches,reply
sci_rem,goffteaches,reply
_magicalteacher,teach_wa,reply
alliebbogart,jessicafgwrites,reply
philiplbell,philiplbell,reply
philiplbell,philiplbell,reply
wcsapphic,dominicannabis_,reply
acelyaaklc,tgkaraman,reply
skrrohilla,ngss_official,reply
skrrohilla,ngss_official,reply
lino__sk,spring7child,reply
officialngss,officialngss,reply
thinksci,kassiaowedekind,reply
kassiaowedekind,thinksci,reply
sciressoehl,sbottasullivan,reply
gtyouknowit,lilmooniee,reply
moorethink,kherman,reply
envirojer,miss_schilling_,reply
nextgenscience,nextgenscience,reply
officialngss,officialngss,reply
amilversted,filibuster3,reply
terry711,vogelwendi,reply
auntjennoelle,vogelwendi,reply
jeansciqueen,ngss_tweeps,reply
sandrawilkins__,phyzzymauro,reply
al_tutili,al_tutili,reply
vogelwendi,rachelbconnolly,reply
rachelbconnolly,vogelwendi,reply
ryanmazur2,tdishelton,reply
richbacolor,nmedina5,reply
nmedina5,richbacolor,reply
afif,wardehch,reply
sandrawilkins__,iamkesler,reply
powellsleftarm,lonesomedoveman,reply
exploratorium,exploratorium,reply
2footgiraffe,monaalsadek,reply
falsoboris,francorte__,reply
bmsscienceteach,bk3dsci,reply
bmsscienceteach,philiplbell,reply
wandabryant,shchemistry,reply
shchemistry,wandabryant,reply
sciressoehl,msvickscience,reply
_kudaki,fcingolani,reply
dgsciguy,ksscienceguy,reply
tdishelton,jhubb546,reply
starlight_819,34i2atbwu45exqs,reply
bmsscienceteach,drspruitt,reply
tdishelton,drspruitt,reply
sciressoehl,teachearthspace,reply
achosinfo,johannabrown,reply
krsciencelady,philiplbell,reply
teachearthspace,wandabryant,reply
jhubb546,2footgiraffe,reply
wandabryant,ashley_green2,reply
ashley_green2,2footgiraffe,reply
2footgiraffe,2footgiraffe,reply
philiplbell,leenabmc,reply
tdishelton,tedwillard2061,reply
dokizaum,eduvarjaor,reply
tdishelton,mikefumagalli,reply
shchemistry,krademaker,reply
tdishelton,leenabmc,reply
msvickscience,tdishelton,reply
jhubb546,2footgiraffe,reply
mikefumagalli,shchemistry,reply
skankhunt42kkk,aniellefranco,reply
shchemistry,ashley_green2,reply
shchemistry,krademaker,reply
msvickscience,tdishelton,reply
flabellinajg,katesor1027,reply
jhubb546,ashley_green2,reply
flabellinajg,philiplbell,reply
mslorisstory,tdishelton,reply
wandabryant,susan_german,reply
niicokkkj,faiioutgiri_,reply
flabellinajg,flabellinajg,reply
tdishelton,msvickscience,reply
sciressoehl,wandabryant,reply
sciressoehl,ebzscience,reply
tdishelton,keithpiccard,reply
flabellinajg,tdishelton,reply
tdishelton,sodakcurious,reply
tdishelton,wandabryant,reply
matt1976jobling,piersmorgan,reply
drloriandersen,starrscience,reply
sbottasullivan,jessicafgwrites,reply
ashley_green2,drstephobrien,reply
x91cwbbf3gupau1,x91cwbbf3gupau1,reply
cesarcoal,imdors,reply
wavesterss,fxrshaw,reply
realmecarein,ngss_official,reply
sbottasullivan,teaberryblue,reply
sci_nerd,iamkesler,reply
jhohenzy,thirdgradetimes,reply
hen_bie_,sunydunydory,reply
jeff_witters,johncornyn,reply
keeps3,biologyblake,reply
keeps3,evo_explorer,reply
speedball,speedball,reply
pacmein,idolfess,reply
officialngss,officialngss,reply
robert_rwallace,brown_birds,reply
craig57595,ddale8,reply
jrparris72,knappmelinda,reply
sciedspence,sciedspence,reply
eveimanz,profcrnkypants,reply
_m_lewis_,_m_lewis_,reply
profcrnkypants,msmagaryphysics,reply
profcrnkypants,ngss_tweeps,reply
3dplanjeanane,melissarenko,reply
sciprogressives,seeds4equity,reply
xeno_lith,ngss_tweeps,reply
phaneritic,ngss_tweeps,reply
offgridteacher,xeno_lith,reply
palmyjolly,dongfangdidi,reply
s_m_kelly,starrscience,reply
starrscience,s_m_kelly,reply
svwatson,officialngss,reply
myscilife,officialngss,reply
robert_rwallace,ngss_tweeps,reply
s_m_kelly,s_m_kelly,reply
s_m_kelly,starrscience,reply
robert_rwallace,profcrnkypants,reply
profcrnkypants,robert_rwallace,reply
uclascienceproj,haschweingruber,reply
profcrnkypants,safarnum,reply
uclascienceproj,ngss_tweeps,reply
lspenceredd,ngss_tweeps,reply
lspenceredd,ngss_tweeps,reply
kpe_we,usmanzannaah,reply
uclascienceproj,uclascienceproj,reply
karen4stem,thinksci,reply
backyardforest,bmsscienceteach,reply
techedarr,ngss_tweeps,reply
techedarr,ngss_tweeps,reply
jeansciqueen,thinksci,reply
jiocare,jiocare,reply
jiocare,ngss_official,reply
vbutitta,vbutitta,reply
sciteachk4,thinksci,reply
steph4science,drloriandersen,reply
drloriandersen,ngss_tweeps,reply
drloriandersen,ngss_tweeps,reply
sbottasullivan,summerbrennan,reply
drdsteele_phd,mrdevydev,reply
wuchtbrumme80,tina196521,reply
sciressoehl,ngss_tweeps,reply
foley_ip,gretchenmilary,reply
philiplbell,telllab,reply
chrisbandaaa,william40221425,reply
drloriandersen,ngss_tweeps,reply
digitaltidepool,ngss_tweeps,reply
jeffcoscience,ngss_tweeps,reply
utdctramirez,shmoovyshmoov,reply
abeslo,gretchenmilary,reply
mmd41581,ngss_tweeps,reply
digitaltidepool,ngss_tweeps,reply
drloriandersen,ngss_tweeps,reply
mmd41581,ngss_tweeps,reply
uclascienceproj,uclascienceproj,reply
dajezuus,butterfly_mood,reply
sciteachcjn,gretchenmilary,reply
srms_science,srms_science,reply
lpasanek,gretchenmilary,reply
maschoeneck,gretchenmilary,reply
shmoovyshmoov,gretchenmilary,reply
uclascienceproj,ngss_tweeps,reply
jennyballif,doctoret,reply
pichille,jp_ngss,reply
myscihi,myscihi,reply
lgates_science,krenaep,reply
tdishelton,emilymo26723814,reply
chittaphontenv,sosmijeon,reply
achosinfo,philiplbell,reply
polntcrow,ryguymet,reply
airtelindia,ngss_official,reply
thinksci,sciressoehl,reply
ashley_green2,kg_dono,reply
sciressoehl,bpenuel,reply
sciressoehl,abadri09,reply
calealexander00,calealexander00,reply
bk3dsci,msvickscience,reply
sciressoehl,shchemistry,reply
bpenuel,lizette_burks,reply
niwolv,bpenuel,reply
lizarickey,wandabryant,reply
bpenuel,sciressoehl,reply
shchemistry,astehly,reply
shchemistry,abadri09,reply
abadri09,shchemistry,reply
myscihi,kerriwingert,reply
niwolv,leenabmc,reply
kerriwingert,myscihi,reply
philiplbell,abadri09,reply
themamamiaxo,he_on_2pillz,reply
hyonceivy,viblzeira,reply
safarnum,ashley_green2,reply
tyinn4,fahmi_fadzil,reply
tdishelton,philiplbell,reply
strayeetkids,blondeteez,reply
mariosotodosos,_mariab12,reply
leenabmc,leenabmc,reply
dacia92,dacia92,reply
33heupel,ngss_tweeps,reply
screenpalapp,sci_rocksstars,reply
gretchenmilary,shmoovyshmoov,reply
inqits,inqits,reply
